pickup_time,dropoff_time,id_taxi,pickup_long,pickup_lat,dropoff_long,dropoff_lat,distance,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,payment_type,passengers
1/8/13 0:38,1/8/13 0:54,BCE59CF7BF7FC3BCAF75E0DA610454AE,-73.988708,40.720913,-73.94019300000001,40.79808,6.2,19.0,0.5,0.5,0.0,0.0,CSH,1
1/8/13 1:15,1/8/13 1:23,1836E1591EE79F810104064B945747AB,-73.9925,40.758308,-73.96714,40.76078,1.9,8.0,0.5,0.5,0.0,0.0,CSH,1
1/8/13 2:09,1/8/13 2:14,50296A056AF5D221536DC98ABB1E3274,-73.998047,40.74577,-73.990494,40.761196000000005,1.3,6.5,0.5,0.5,0.0,0.0,CSH,2
1/8/13 2:22,1/8/13 2:24,50296A056AF5D221536DC98ABB1E3274,-73.99469,40.750191,-73.990089,40.757217,0.5,4.0,0.5,0.5,0.0,0.0,CSH,1
1/8/13 3:13,1/8/13 3:34,5E162F2D7F569949769648C56A23C525,-73.997856,40.756405,-73.872955,40.774406,9.1,26.5,0.5,0.5,0.0,0.0,CSH,1
1/8/13 3:50,1/8/13 3:53,8C019CD008A70CC21058D22CF873E42E,-73.981224,40.767769,-73.97087900000001,40.758625,1.0,5.0,0.5,0.5,0.0,0.0,CSH,2
1/8/13 7:49,1/8/13 7:57,37BDEA2E54A3B70CBFA5B0D1C3A75FE2,-74.00679000000001,40.754345,-73.980316,40.784081,2.6,10.5,0.0,0.5,0.0,0.0,CSH,2
1/8/13 7:51,1/8/13 7:51,20D9ECB2CA0767CF7A01564DF2844A3E,-73.945396,40.80209,-73.945412,40.802025,0.0,2.5,0.0,0.5,0.0,0.0,NOC,1
1/8/13 8:04,1/8/13 8:13,4728FA63A46613319446ED726626FED3,-74.000961,40.747326,-73.981567,40.742344,1.4,8.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 8:30,1/8/13 8:41,1944EB168702ED8E6B9FD94E988D0197,-73.976288,40.765471999999995,-73.975105,40.757393,0.8,8.0,0.0,0.5,0.0,0.0,CSH,1
